towerId,latitude,longitude,region,trafficCondition,activeConnections,trafficVolumeMB,callTraffic,peakUsage,blockedRequests,droppedCalls,timestamp,time
Tower-1,12.922915,80.127457,Tambaram,Low,938,324.9,78,1395,2,3,18-12-2024 02:09,02:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,923,280.06,73,1280,7,2,18-12-2024 02:19,02:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,690,176.75,67,1120,7,1,18-12-2024 02:29,02:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,511,222.59,78,663,1,1,18-12-2024 02:39,02:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,769,202.32,63,877,1,2,18-12-2024 02:49,02:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,829,266.07,76,998,0,5,18-12-2024 02:59,02:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,766,216.88,70,1140,5,0,18-12-2024 03:09,03:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,794,329.26,85,947,8,2,18-12-2024 03:19,03:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,867,176.35,54,1184,2,4,18-12-2024 03:29,03:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,989,460.73,88,1459,5,5,18-12-2024 03:39,03:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,641,293.19,89,955,2,1,18-12-2024 03:49,03:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,981,424.61,55,1032,2,5,18-12-2024 03:59,03:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,854,221.49,96,1172,10,2,18-12-2024 04:09,04:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,501,188.97,85,730,5,2,18-12-2024 04:19,04:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,872,185.94,96,1016,1,2,18-12-2024 04:29,04:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,977,328.78,52,1156,7,5,18-12-2024 04:39,04:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,648,283.04,63,768,1,1,18-12-2024 04:49,04:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,742,307.52,51,1142,1,5,18-12-2024 04:59,04:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,890,262.04,68,1370,10,2,18-12-2024 05:09,05:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,842,350.93,89,1137,3,5,18-12-2024 05:19,05:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,504,169.6,67,907,0,1,18-12-2024 05:29,05:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,750,260.71,100,819,5,1,18-12-2024 05:39,05:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,508,210.49,59,698,8,0,18-12-2024 05:49,05:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,625,207.55,80,1002,10,4,18-12-2024 05:59,05:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1208,335.41,93,1273,3,3,18-12-2024 06:09,06:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1923,893.47,90,2300,5,1,18-12-2024 06:19,06:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1202,456.99,88,1590,5,0,18-12-2024 06:29,06:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1012,218.57,72,1427,0,4,18-12-2024 06:39,06:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1981,700.52,98,2405,6,0,18-12-2024 06:49,06:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1059,485.33,72,1401,4,5,18-12-2024 06:59,06:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1043,268.73,60,1382,5,5,18-12-2024 07:09,07:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1202,467.01,60,1377,10,4,18-12-2024 07:19,07:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1237,590.64,98,1605,2,1,18-12-2024 07:29,07:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1015,390.17,83,1295,1,1,18-12-2024 07:39,07:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1154,444.19,65,1535,4,5,18-12-2024 07:49,07:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1310,558.52,65,1551,5,4,18-12-2024 07:59,07:59:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2339,845.49,61,2440,10,3,18-12-2024 08:09,08:09:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2245,1064.59,61,2295,2,4,18-12-2024 08:19,08:19:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2567,823.34,74,3067,7,4,18-12-2024 08:29,08:29:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2515,1253.64,77,2843,5,4,18-12-2024 08:39,08:39:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2175,876.68,87,2432,10,1,18-12-2024 08:49,08:49:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2780,813.73,94,2963,5,0,18-12-2024 08:59,08:59:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2022,904.12,53,2201,5,3,18-12-2024 09:09,09:09:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2553,540.68,69,2729,1,1,18-12-2024 09:19,09:19:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2380,638.26,66,2636,8,3,18-12-2024 09:29,09:29:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2541,1175.71,75,2881,10,2,18-12-2024 09:39,09:39:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2502,1248.54,79,2719,9,1,18-12-2024 09:49,09:49:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2812,1025.2,54,2922,10,1,18-12-2024 09:59,09:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1804,785.26,100,1943,4,3,18-12-2024 10:09,10:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1944,943.41,65,2236,4,4,18-12-2024 10:19,10:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1767,656.56,94,2206,3,5,18-12-2024 10:29,10:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1800,786.92,63,2139,7,1,18-12-2024 10:39,10:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1467,688.97,77,1799,8,5,18-12-2024 10:49,10:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1474,729.55,76,1799,3,5,18-12-2024 10:59,10:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1325,526.86,79,1648,6,5,18-12-2024 11:09,11:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1539,554.25,58,2013,10,2,18-12-2024 11:19,11:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1628,327.6,53,1864,10,1,18-12-2024 11:29,11:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1501,471.3,80,1726,8,4,18-12-2024 11:39,11:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1514,501.65,95,1763,3,0,18-12-2024 11:49,11:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1325,392.99,99,1427,6,1,18-12-2024 11:59,11:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1421,677.25,88,1503,1,2,18-12-2024 12:09,12:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1595,428.66,67,1994,8,4,18-12-2024 12:19,12:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1491,680.4,54,1979,1,5,18-12-2024 12:29,12:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1420,438.87,87,1493,10,2,18-12-2024 12:39,12:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1768,795.34,73,2056,4,3,18-12-2024 12:49,12:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1608,652.85,84,1815,1,0,18-12-2024 12:59,12:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1133,497.54,97,1401,9,0,18-12-2024 13:09,13:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1688,433.36,57,1749,5,5,18-12-2024 13:19,13:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1486,342.35,70,1865,10,3,18-12-2024 13:29,13:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1670,824.77,91,1935,7,5,18-12-2024 13:39,13:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1276,572.98,95,1380,7,5,18-12-2024 13:49,13:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1028,421.8,65,1149,8,3,18-12-2024 13:59,13:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1915,857.68,57,2025,4,4,18-12-2024 14:09,14:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1335,461.97,59,1565,6,2,18-12-2024 14:19,14:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1938,604.21,96,2386,2,3,18-12-2024 14:29,14:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1699,833,51,2111,4,1,18-12-2024 14:39,14:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1961,905.17,51,2416,8,5,18-12-2024 14:49,14:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1650,630.96,97,1852,1,1,18-12-2024 14:59,14:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1217,249.36,87,1436,10,0,18-12-2024 15:09,15:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1141,408.68,59,1566,6,3,18-12-2024 15:19,15:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1564,565.79,83,1783,4,5,18-12-2024 15:29,15:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1412,457.19,63,1645,3,4,18-12-2024 15:39,15:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1559,747.95,84,1902,7,5,18-12-2024 15:49,15:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1273,625.34,90,1323,10,2,18-12-2024 15:59,15:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1667,819.25,82,1776,6,2,18-12-2024 16:09,16:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1989,580.41,63,2128,3,4,18-12-2024 16:19,16:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1079,324.43,87,1558,8,2,18-12-2024 16:29,16:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1412,461.26,82,1577,6,2,18-12-2024 16:39,16:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1543,446.72,95,1810,0,0,18-12-2024 16:49,16:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1037,257.46,61,1172,8,4,18-12-2024 16:59,16:59:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2116,497.24,85,2383,2,5,18-12-2024 17:09,17:09:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2213,661.35,50,2685,6,0,18-12-2024 17:19,17:19:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2920,1060.54,85,3350,8,4,18-12-2024 17:29,17:29:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2878,1282.13,52,3319,1,2,18-12-2024 17:39,17:39:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2096,487.3,93,2518,0,1,18-12-2024 17:49,17:49:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2006,524.14,73,2225,1,5,18-12-2024 17:59,17:59:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2323,666.98,82,2653,9,2,18-12-2024 18:09,18:09:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2462,669.12,94,2538,8,0,18-12-2024 18:19,18:19:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2597,777.24,52,2722,1,3,18-12-2024 18:29,18:29:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2228,1009.36,93,2405,2,3,18-12-2024 18:39,18:39:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2899,1094.54,51,3186,1,3,18-12-2024 18:49,18:49:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2293,1020.7,86,2779,5,0,18-12-2024 18:59,18:59:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2026,782.91,99,2371,5,4,18-12-2024 19:09,19:09:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2316,1154.88,68,2731,9,3,18-12-2024 19:19,19:19:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2811,980.02,89,3267,6,5,18-12-2024 19:29,19:29:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2308,1037.28,72,2378,7,1,18-12-2024 19:39,19:39:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2788,1135.21,53,3063,9,2,18-12-2024 19:49,19:49:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2492,523.69,91,2609,10,2,18-12-2024 19:59,19:59:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2521,804.53,76,2768,3,0,18-12-2024 20:09,20:09:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2547,764.34,58,2608,6,2,18-12-2024 20:19,20:19:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2371,1136.66,65,2436,9,1,18-12-2024 20:29,20:29:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2248,1099.78,100,2398,1,1,18-12-2024 20:39,20:39:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2329,1030.21,55,2490,7,2,18-12-2024 20:49,20:49:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2837,997.61,52,2941,5,4,18-12-2024 20:59,20:59:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2129,896.39,56,2365,7,4,18-12-2024 21:09,21:09:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2542,1125.12,57,2633,9,2,18-12-2024 21:19,21:19:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2534,803.55,84,2936,0,5,18-12-2024 21:29,21:29:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2334,1098.9,94,2650,2,3,18-12-2024 21:39,21:39:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2563,731.27,99,3023,9,0,18-12-2024 21:49,21:49:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2204,453.24,97,2411,1,0,18-12-2024 21:59,21:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,584,127.2,94,912,1,1,18-12-2024 22:09,22:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,697,208.67,89,919,6,3,18-12-2024 22:19,22:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,997,388.24,87,1488,2,4,18-12-2024 22:29,22:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,558,198.6,91,714,3,5,18-12-2024 22:39,22:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,547,199.99,65,937,9,2,18-12-2024 22:49,22:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,529,147.18,59,727,0,3,18-12-2024 22:59,22:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,721,305.56,83,889,4,0,18-12-2024 23:09,23:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,719,209.45,78,1040,8,0,18-12-2024 23:19,23:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,618,127.63,62,1115,6,5,18-12-2024 23:29,23:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,640,300.75,65,765,0,2,18-12-2024 23:39,23:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,698,250.41,86,1131,5,5,18-12-2024 23:49,23:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,879,351.24,64,1193,0,4,18-12-2024 23:59,23:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,704,199.25,67,818,8,3,19-12-2024 00:09,00:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,690,311.33,64,1125,5,4,19-12-2024 00:19,00:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,737,251.02,97,982,5,4,19-12-2024 00:29,00:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,879,406.81,72,990,8,4,19-12-2024 00:39,00:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,568,133.43,99,776,6,2,19-12-2024 00:49,00:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,936,221.45,69,1365,1,5,19-12-2024 00:59,00:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,682,314.57,87,1172,8,3,19-12-2024 01:09,01:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,849,245.85,78,939,5,5,19-12-2024 01:19,01:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,591,186.88,91,977,1,2,19-12-2024 01:29,01:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,581,162.56,68,959,6,3,19-12-2024 01:39,01:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,889,285.11,63,1288,6,3,19-12-2024 01:49,01:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,748,209.18,69,1067,2,3,19-12-2024 01:59,01:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,503,194.58,94,880,5,5,19-12-2024 02:09,02:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,805,211.73,98,1147,10,3,19-12-2024 02:19,02:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,998,475.09,80,1111,5,2,19-12-2024 02:29,02:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,596,251.4,89,928,1,2,19-12-2024 02:39,02:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,991,280.45,90,1054,3,1,19-12-2024 02:49,02:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,948,338.63,94,1066,9,3,19-12-2024 02:59,02:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,814,259.18,76,1032,2,0,19-12-2024 03:09,03:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,904,321.31,89,960,6,1,19-12-2024 03:19,03:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,532,138.05,83,612,0,4,19-12-2024 03:29,03:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,683,210.21,66,954,3,1,19-12-2024 03:39,03:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,691,204.68,63,873,10,3,19-12-2024 03:49,03:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,672,150.68,88,729,9,3,19-12-2024 03:59,03:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,522,197.64,57,714,8,0,19-12-2024 04:09,04:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,740,332.66,81,1190,0,0,19-12-2024 04:19,04:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,696,320.06,94,822,2,5,19-12-2024 04:29,04:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,743,218.3,64,1210,8,3,19-12-2024 04:39,04:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,966,279.2,60,1363,3,0,19-12-2024 04:49,04:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,885,346.63,91,1309,0,1,19-12-2024 04:59,04:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,889,255.76,99,1238,10,5,19-12-2024 05:09,05:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,593,143.64,81,1026,5,4,19-12-2024 05:19,05:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,775,354.13,65,907,10,5,19-12-2024 05:29,05:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,517,172.14,85,913,0,2,19-12-2024 05:39,05:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,965,427.37,76,1393,3,4,19-12-2024 05:49,05:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,683,299.05,83,1096,6,5,19-12-2024 05:59,05:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1802,623.45,75,1994,9,5,19-12-2024 06:09,06:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1849,459.47,68,2056,0,0,19-12-2024 06:19,06:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1103,264.29,87,1465,9,2,19-12-2024 06:29,06:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1605,731.78,97,1742,4,5,19-12-2024 06:39,06:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1778,496.89,51,2007,6,2,19-12-2024 06:49,06:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1882,509.08,69,2263,0,3,19-12-2024 06:59,06:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1012,352.93,53,1326,2,5,19-12-2024 07:09,07:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1151,378.36,71,1511,7,2,19-12-2024 07:19,07:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1774,529.76,57,2208,3,3,19-12-2024 07:29,07:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1522,615.63,100,1846,2,4,19-12-2024 07:39,07:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1927,556.5,78,2327,9,1,19-12-2024 07:49,07:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1325,596.07,91,1499,10,5,19-12-2024 07:59,07:59:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2566,756.13,76,3031,7,3,19-12-2024 08:09,08:09:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2863,1317.35,69,3071,8,1,19-12-2024 08:19,08:19:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2987,1258.76,96,3048,6,0,19-12-2024 08:29,08:29:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2015,882.47,67,2076,10,0,19-12-2024 08:39,08:39:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2191,640.77,53,2560,7,3,19-12-2024 08:49,08:49:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2677,701.65,83,2792,7,4,19-12-2024 08:59,08:59:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2694,797.86,96,2875,4,0,19-12-2024 09:09,09:09:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2481,997.05,66,2756,4,5,19-12-2024 09:19,09:19:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2913,1036.73,62,2984,5,0,19-12-2024 09:29,09:29:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2598,837.37,84,2782,9,3,19-12-2024 09:39,09:39:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2673,991.31,55,2759,2,2,19-12-2024 09:49,09:49:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2929,727.38,60,3359,0,4,19-12-2024 09:59,09:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1781,643.38,59,1842,10,2,19-12-2024 10:09,10:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1544,586.78,76,1774,1,4,19-12-2024 10:19,10:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1399,571.63,56,1584,0,4,19-12-2024 10:29,10:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1104,226.45,74,1299,9,5,19-12-2024 10:39,10:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1557,573.26,51,1974,0,3,19-12-2024 10:49,10:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1266,370.56,80,1551,8,2,19-12-2024 10:59,10:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1503,563.72,96,1764,10,0,19-12-2024 11:09,11:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1426,289.78,81,1514,1,1,19-12-2024 11:19,11:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1356,394.06,53,1587,4,4,19-12-2024 11:29,11:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1840,763.69,68,2207,1,3,19-12-2024 11:39,11:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1591,633.64,81,1707,7,4,19-12-2024 11:49,11:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1936,412.4,59,1991,9,5,19-12-2024 11:59,11:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1077,310.4,56,1149,2,5,19-12-2024 12:09,12:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1796,824.12,85,2010,4,4,19-12-2024 12:19,12:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1698,680.51,80,2153,9,5,19-12-2024 12:29,12:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1808,534.8,64,1881,10,2,19-12-2024 12:39,12:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1650,440.91,94,1971,2,0,19-12-2024 12:49,12:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1582,645.74,51,1864,1,4,19-12-2024 12:59,12:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1820,559.51,65,2009,4,4,19-12-2024 13:09,13:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1514,409.01,95,1945,1,1,19-12-2024 13:19,13:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1980,541.09,82,2340,4,0,19-12-2024 13:29,13:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1814,493.53,63,2161,9,3,19-12-2024 13:39,13:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1730,359.25,52,1809,9,0,19-12-2024 13:49,13:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1082,501.62,97,1176,2,2,19-12-2024 13:59,13:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1170,327.41,53,1580,9,4,19-12-2024 14:09,14:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1192,348.66,79,1287,5,5,19-12-2024 14:19,14:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1165,514.15,56,1525,10,0,19-12-2024 14:29,14:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1467,491.36,86,1925,2,2,19-12-2024 14:39,14:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1926,860.86,77,2408,3,0,19-12-2024 14:49,14:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1885,778.67,59,2056,6,1,19-12-2024 14:59,14:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1150,389.95,78,1309,1,5,19-12-2024 15:09,15:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1103,245.52,73,1515,3,3,19-12-2024 15:19,15:19:00
Tower-2,12.922915,80.127457,Tambaram,Moderate,1666,406.72,78,2136,6,3,12-12-2024 15:19,15:19:00
Tower-2,12.922915,80.127457,Tambaram,Moderate,1010,296.19,58,1293,2,1,12-12-2024 15:29,15:29:00
Tower-2,12.922915,80.127457,Tambaram,Moderate,1909,927.38,73,2104,8,0,12-12-2024 15:39,15:39:00
Tower-2,12.922915,80.127457,Tambaram,Moderate,1784,435.35,61,2238,3,0,12-12-2024 15:49,15:49:00
Tower-2,12.922915,80.127457,Tambaram,Moderate,1276,269.39,78,1603,2,5,12-12-2024 15:59,15:59:00
Tower-2,12.922915,80.127457,Tambaram,Moderate,1222,460.96,68,1545,3,1,12-12-2024 16:09,16:09:00
Tower-2,12.922915,80.127457,Tambaram,Moderate,1567,776.17,76,1940,6,2,12-12-2024 16:19,16:19:00
Tower-2,12.922915,80.127457,Tambaram,Moderate,1344,545.51,52,1795,3,3,12-12-2024 16:29,16:29:00
Tower-2,12.922915,80.127457,Tambaram,Moderate,1582,398.93,93,1956,6,3,12-12-2024 16:39,16:39:00
Tower-2,12.922915,80.127457,Tambaram,Moderate,1434,411.07,95,1833,8,4,12-12-2024 16:49,16:49:00
Tower-2,12.922915,80.127457,Tambaram,Moderate,1762,558.81,74,2227,1,3,12-12-2024 16:59,16:59:00
Tower-2,12.922915,80.127457,Tambaram,Peak,2259,805.54,54,2541,9,1,12-12-2024 17:09,17:09:00
